,Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
647,19.265,85.0,0.0,0.0,17.21,19.985,17.79,93.11,71.61,82.16,0.0,313.3,0.0,0.0,36.04,0.0
648,18.99,85.0,0.0,0.0,17.189999999999998,20.11,17.855,93.87,73.34,85.75,5.14,307.49,0.0,3.01,41.41,0.0
649,18.605,88.75,0.0,0.0,17.255,20.22,17.825,95.96,72.84,89.19,53.83,273.7,0.0,26.73,35.03,0.0
650,18.105,91.0,0.0,0.0,17.759999999999998,20.63,18.785,91.3,67.05,80.03,136.46,217.28,0.0,48.39,19.0,0.0
651,17.759999999999998,91.62,0.0,0.0,18.674999999999997,20.305,17.905,83.83,67.46,95.06,225.68,131.77,0.0,56.22,6.39,0.0
652,17.474999999999998,92.0,0.0,0.0,19.36,19.865,17.595,76.84,70.92,100.0,284.68,55.15,0.0,42.76,0.43,0.0
653,17.24,92.62,0.0,0.0,19.854999999999997,19.645,17.915,73.0,69.39,100.0,307.68,4.37,0.0,35.4,0.0,0.0
654,17.165,94.25,5.12,3.0,20.14,19.375,17.939999999999998,73.04,67.31,99.02,308.75,0.0,4.06,41.58,0.0,0.0
655,17.355,94.38,54.75,27.19,20.354999999999997,19.345,18.599999999999998,71.48,67.18,89.33,279.23,0.0,40.8,35.73,0.0,0.0
656,17.869999999999997,89.62,139.06,49.31,20.595,18.919999999999998,18.869999999999997,67.4,71.72,84.33,216.17,0.0,81.12,18.91,0.0,0.0
657,18.585,85.12,222.31,55.38,20.36,18.54,19.759999999999998,66.92,73.86,76.04,132.85,0.0,133.52,6.45,0.0,1.19
658,19.24,78.38,279.19,41.94,19.955,18.455,20.56,70.02,73.63,66.3,55.88,0.0,208.93,0.43,0.0,5.32
659,19.744999999999997,74.38,302.06,34.75,19.595,18.049999999999997,20.104999999999997,69.89,79.33,68.04,4.34,0.0,150.72,0.0,0.0,1.79
660,20.165,72.75,310.0,41.75,19.305,18.025,20.909999999999997,68.03,83.75,60.65,0.0,0.0,112.91,0.0,0.0,42.87
661,20.47,70.12,284.75,36.44,19.18,17.985,21.015,68.84,87.22,60.97,0.0,0.0,271.82,0.0,0.0,187.59
662,20.564999999999998,67.75,215.06,18.81,18.875,18.47,21.975,72.17,83.95,54.15,0.0,0.0,261.5,0.0,0.0,183.28
663,20.409999999999997,66.38,133.94,6.5,18.61,18.064999999999998,22.53,73.12,92.97,52.84,0.0,0.0,152.27,0.0,0.0,299.11
664,20.034999999999997,69.12,56.62,0.44,18.474999999999998,17.915,22.395,73.44,98.84,54.09,0.0,0.0,64.84,0.0,0.0,228.47
665,19.555,70.38,4.31,0.0,18.18,18.07,21.215,77.92,98.13,64.52,0.0,0.0,4.83,0.0,0.0,15.41
666,19.24,68.75,0.0,0.0,18.11,18.099999999999998,21.54,82.75,96.88,59.85,0.0,4.15,0.0,0.0,0.0,0.0
667,19.04,70.5,0.0,0.0,18.064999999999998,18.54,21.025,86.23,90.11,64.14,0.0,40.46,0.0,0.0,0.0,0.0
668,18.84,72.62,0.0,0.0,18.314999999999998,18.88,21.395,85.92,84.17,61.61,0.0,81.28,0.0,0.0,0.0,0.0
669,18.669999999999998,72.38,0.0,0.0,18.145,19.544999999999998,20.945,91.92,78.52,65.56,0.0,129.66,0.0,0.0,1.15,0.0
670,18.49,73.25,0.0,0.0,18.075,20.244999999999997,20.619999999999997,96.67,69.59,68.75,0.0,200.28,0.0,0.0,5.1,0.0
671,18.29,76.5,0.0,0.0,18.15,20.275,20.674999999999997,97.06,66.46,68.07,0.0,154.58,0.0,0.0,1.83,0.0
672,18.185,81.75,0.0,0.0,18.174999999999997,20.68,20.13,95.82,62.76,73.83,4.2,109.46,0.0,0.0,41.56,0.0
673,18.134999999999998,85.25,0.0,0.0,18.509999999999998,21.009999999999998,20.575,90.49,60.99,67.56,40.29,271.75,0.0,0.0,187.54,0.0
674,18.18,87.88,0.0,0.0,18.89,21.854999999999997,19.81,84.08,55.13,71.14,81.36,257.06,0.0,0.0,180.17,0.0
675,18.215,90.88,0.0,0.0,19.435,22.314999999999998,20.134999999999998,79.76,54.54,66.9,127.74,147.91,0.0,1.14,290.55,0.0
676,18.215,94.5,0.0,0.0,20.085,22.25,19.349999999999998,71.23,55.24,72.95,195.95,63.57,0.0,4.99,224.02,0.0
677,18.215,96.0,0.0,0.0,20.36,21.494999999999997,19.02,65.67,62.13,74.24,156.51,5.04,0.0,1.86,16.08,0.0
678,18.244999999999997,94.75,4.25,0.0,20.57,21.49,19.335,63.82,60.3,79.97,107.73,0.0,3.7,40.91,0.0,0.0
679,18.485,90.88,40.12,0.0,21.009999999999998,21.15,19.265,60.99,63.01,86.04,271.72,0.0,37.86,187.52,0.0,0.0
680,18.895,84.0,81.44,0.0,21.795,21.255,20.365,55.63,62.93,75.98,254.84,0.0,113.1,178.62,0.0,3.19
681,19.345,81.0,125.81,1.12,22.21,20.945,20.555,55.4,65.59,79.58,145.74,0.0,206.36,286.28,0.0,16.29
682,19.95,72.88,191.62,4.88,22.18,20.695,21.53,55.81,68.0,75.31,62.94,0.0,260.84,221.79,0.0,18.42
683,20.435,64.88,158.44,1.88,21.634999999999998,20.645,22.205,60.94,68.34,72.74,5.15,0.0,248.58,16.42,0.0,9.52
684,20.47,64.88,106.0,40.25,21.46,20.275,22.38,60.52,72.36,72.88,0.0,0.0,191.81,0.0,0.0,3.88
685,21.009999999999998,61.0,271.69,187.5,21.215,20.36,21.615,62.45,69.78,81.25,0.0,0.0,104.09,0.0,0.0,0.25
686,21.74,56.12,252.62,177.06,21.18,19.865,21.455,63.59,70.63,81.63,0.0,0.0,79.06,0.0,0.0,0.0
687,22.119999999999997,56.25,143.56,282.0,20.939999999999998,19.935,21.369999999999997,65.6,68.89,71.61,0.0,0.0,62.82,0.0,0.0,0.0
688,22.119999999999997,56.38,62.31,219.56,20.735,19.49,21.79,67.63,71.53,68.36,0.0,0.0,34.57,0.0,0.0,0.0
689,21.755,59.75,5.25,16.75,20.63,19.29,21.005,68.48,71.62,80.78,0.0,0.0,3.22,0.0,0.0,0.0
690,21.439999999999998,60.75,0.0,0.0,20.35,19.38,20.79,71.62,79.49,83.18,0.0,3.73,0.0,0.0,0.0,0.0
691,21.27,61.88,0.0,0.0,20.25,19.415,20.915,70.89,84.27,78.29,0.0,38.71,0.0,0.0,0.0,0.0
692,21.119999999999997,64.25,0.0,0.0,19.89,20.145,19.814999999999998,70.37,78.49,91.8,0.0,109.8,0.0,0.0,3.09,0.0
693,20.939999999999998,65.62,0.0,0.0,19.84,20.39,20.409999999999997,69.89,81.54,84.93,0.0,201.74,0.0,0.0,15.92,0.0
694,20.77,67.25,0.0,0.0,19.56,21.225,20.075,70.83,78.91,87.84,0.0,250.39,0.0,0.0,17.68,0.0
695,20.619999999999997,68.62,0.0,0.0,19.419999999999998,21.875,19.63,70.31,76.56,92.17,0.0,237.79,0.0,0.0,9.1,0.0
696,20.409999999999997,70.88,0.0,0.0,19.4,22.07,19.83,79.24,76.44,88.44,3.74,183.96,0.0,0.0,3.72,0.0
697,20.159999999999997,72.0,0.0,0.0,19.49,21.67,20.38,83.39,80.63,80.65,39.14,104.92,0.0,0.0,0.25,0.0
698,19.909999999999997,70.12,0.0,0.0,20.04,21.5,20.409999999999997,79.75,81.12,79.68,108.15,79.56,0.0,3.05,0.0,0.0
699,19.755,70.88,0.0,0.0,20.31,21.369999999999997,20.63,82.52,71.62,76.65,199.43,62.81,0.0,15.74,0.0,0.0
700,19.619999999999997,70.12,0.0,0.0,21.07,21.465,19.72,80.7,71.87,89.0,245.16,33.09,0.0,17.31,0.0,0.0
701,19.535,69.0,0.0,0.0,21.71,20.89,20.045,78.47,82.14,85.32,232.39,3.17,0.0,8.9,0.0,0.0
702,19.419999999999998,79.0,3.75,0.0,21.915,20.715,19.509999999999998,78.22,84.09,88.23,180.04,0.0,4.34,3.64,0.0,0.0
703,19.555,82.5,39.56,0.0,21.695,20.735,19.795,80.31,80.39,82.15,105.34,0.0,48.91,0.25,0.0,2.84
704,19.945,81.0,106.5,3.0,21.52,20.159999999999997,20.174999999999997,80.87,87.65,82.18,79.81,0.0,123.32,0.0,0.0,15.87
705,20.24,83.5,197.12,15.56,21.369999999999997,20.409999999999997,21.799999999999997,71.62,84.96,68.24,62.81,0.0,215.1,0.0,0.0,29.63
706,20.939999999999998,82.5,239.94,16.94,21.299999999999997,20.189999999999998,22.765,73.62,86.42,61.04,32.36,0.0,274.57,0.0,0.0,29.73
707,21.564999999999998,80.38,227.0,8.69,20.835,19.924999999999997,23.205,82.82,88.58,58.79,3.15,0.0,282.35,0.0,0.0,21.14
708,21.78,80.0,176.12,3.56,20.674999999999997,19.975,23.935,84.54,86.72,55.39,0.0,0.0,301.16,0.0,0.0,25.58
709,21.72,80.0,105.75,0.25,20.645,20.2,24.525,81.45,82.82,53.46,0.0,0.0,292.9,0.0,0.0,34.58
710,21.54,80.62,80.06,0.0,20.335,20.189999999999998,24.72,85.57,82.34,51.2,0.0,0.0,240.34,0.0,0.0,31.08
711,21.369999999999997,71.62,62.81,0.0,20.405,20.284999999999997,24.515,84.98,80.83,51.92,0.0,0.0,160.31,0.0,0.0,21.27
712,21.159999999999997,75.38,31.62,0.0,20.25,19.83,24.145,85.71,87.62,55.4,0.0,0.0,64.73,0.0,0.0,1.59
713,20.784999999999997,83.5,3.12,0.0,20.075,19.979999999999997,22.92,86.79,86.16,67.94,0.0,0.0,4.78,0.0,0.0,0.0
714,20.645,85.0,0.0,0.0,20.045,19.72,23.43,85.86,85.74,60.57,0.0,4.48,0.0,0.0,0.0,0.0
715,20.57,82.5,0.0,0.0,20.11,19.985,23.35,83.91,80.01,59.7,0.0,50.33,0.0,0.0,2.92,0.0
716,20.485,83.5,0.0,0.0,20.08,20.52,23.35,83.67,78.47,59.76,0.0,130.13,0.0,0.0,16.74,0.0
717,20.405,85.0,0.0,0.0,20.11,21.759999999999998,23.025,82.91,68.62,61.97,0.0,213.92,0.0,0.0,29.47,0.0
718,20.299999999999997,85.0,0.0,0.0,19.884999999999998,22.659999999999997,22.095,86.94,61.96,71.07,0.0,270.66,0.0,0.0,29.3,0.0
719,20.2,85.0,0.0,0.0,19.945,23.225,22.314999999999998,86.58,58.64,67.57,0.0,283.05,0.0,0.0,21.2,0.0
720,20.104999999999997,85.0,0.0,0.0,19.825,23.835,21.615,84.5,56.19,65.14,4.55,297.02,0.0,0.0,25.23,0.0
721,20.034999999999997,85.0,0.0,0.0,20.085,24.305,22.07,78.95,55.23,63.58,51.04,284.32,0.0,2.96,33.57,0.0
722,19.985,85.0,0.0,0.0,20.695,24.505,20.604999999999997,76.61,52.85,86.25,133.53,233.48,0.0,17.18,30.2,0.0
723,19.965,85.0,0.0,0.0,21.74,24.405,20.6,68.81,52.77,85.0,213.34,157.84,0.0,29.39,20.95,0.0
724,19.935,86.25,0.0,0.0,22.61,24.08,20.545,62.42,55.95,85.52,268.7,64.12,0.0,29.09,1.58,0.0
725,19.915,87.0,0.0,0.0,23.235,23.229999999999997,21.11,58.57,65.16,76.4,283.4,5.02,0.0,21.22,0.0,0.0
726,19.915,83.25,4.62,0.0,23.784999999999997,23.29,20.89,56.6,61.85,78.59,294.95,0.0,3.14,25.06,0.0,0.0
727,20.165,77.88,51.75,3.0,24.2,23.125,21.28,56.11,61.79,77.95,280.04,0.0,29.15,33.07,0.0,0.0
728,20.845,74.75,136.94,17.62,24.4,23.009999999999998,21.6,53.68,63.01,74.99,230.05,0.0,62.36,29.75,0.0,0.0
729,21.725,69.0,212.75,29.31,24.35,22.729999999999997,20.814999999999998,53.19,64.79,86.18,156.61,0.0,100.75,20.78,0.0,0.0
730,22.564999999999998,62.88,266.75,28.88,24.045,22.155,21.455,56.23,70.47,82.38,63.81,0.0,125.28,1.57,0.0,0.0
731,23.24,58.5,283.75,21.25,23.384999999999998,22.145,22.195,63.77,69.28,74.88,5.13,0.0,111.73,0.0,0.0,16.16
732,23.744999999999997,57.0,292.88,24.88,23.22,21.674999999999997,22.805,62.48,64.63,72.09,0.0,0.0,308.24,0.0,0.0,85.1
733,24.104999999999997,57.0,275.75,32.56,23.009999999999998,21.72,22.265,62.84,67.1,84.83,0.0,0.0,276.23,0.0,0.0,96.19
734,24.31,54.5,226.62,29.31,22.835,20.705,23.509999999999998,64.63,85.06,75.3,0.0,0.0,262.37,0.0,0.0,186.93
735,24.299999999999997,53.62,155.38,20.62,22.585,20.685,22.71,66.21,84.0,76.75,0.0,0.0,146.61,0.0,0.0,261.65
736,24.015,56.5,63.5,1.56,22.185,20.67,23.674999999999997,70.18,84.01,70.53,0.0,0.0,79.99,0.0,0.0,367.48
737,23.52,62.38,5.25,0.0,22.064999999999998,20.89,22.875,70.14,78.95,74.56,0.0,0.0,8.83,0.0,0.0,26.66
738,23.159999999999997,63.12,0.0,0.0,21.7,20.725,22.814999999999998,64.38,80.55,59.56,0.0,3.07,0.0,0.0,0.0,0.0
739,22.909999999999997,63.88,0.0,0.0,21.545,21.03,21.845,68.86,80.98,59.6,0.0,28.17,0.0,0.0,0.0,0.0
740,22.689999999999998,66.25,0.0,0.0,20.755,21.32,22.575,84.47,78.25,59.9,0.0,60.06,0.0,0.0,0.0,0.0
741,22.46,67.62,0.0,0.0,20.729999999999997,21.085,21.255,83.5,83.09,85.02,0.0,104.97,0.0,0.0,0.0,0.0
742,22.21,69.88,0.0,0.0,20.735,21.56,21.75,83.25,81.19,79.84,0.0,127.2,0.0,0.0,0.0,0.0
743,21.99,71.0,0.0,0.0,20.78,21.975,21.314999999999998,80.22,77.44,80.64,0.0,108.36,0.0,0.0,15.68,0.0
744,21.725,64.12,0.0,0.0,20.64,22.46,21.32,81.52,76.04,75.88,3.04,294.37,0.0,0.0,81.27,0.0
745,21.395,70.62,0.0,0.0,20.905,22.479999999999997,20.03,82.49,82.42,87.27,27.68,285.12,0.0,0.0,99.29,0.0
746,20.795,83.88,0.0,0.0,21.18,23.305,19.7,79.87,77.65,86.65,58.9,255.09,0.0,0.0,181.75,0.0
747,20.765,83.0,0.0,0.0,21.22,23.045,19.13,81.55,73.37,90.74,107.08,154.43,0.0,0.0,275.6,0.0
748,20.79,82.5,0.0,0.0,21.61,23.54,19.9,80.59,71.96,78.91,128.16,78.49,0.0,0.0,360.61,0.0
749,20.685,81.5,0.0,0.0,21.86,23.055,19.435,78.72,72.72,86.1,106.68,9.07,0.0,15.43,27.39,0.0
750,20.57,82.5,3.0,0.0,22.29,22.84,19.625,78.02,59.34,86.71,287.43,0.0,5.63,79.35,0.0,26.93
751,20.795,84.0,27.19,0.0,22.585,22.185,19.215,81.21,56.99,87.29,289.56,0.0,54.48,100.83,0.0,176.19
752,21.06,81.5,57.75,0.0,23.205,22.354999999999997,20.78,78.83,61.95,67.69,251.45,0.0,160.05,179.15,0.0,175.45
753,21.335,80.0,109.19,0.0,23.215,21.534999999999997,20.755,71.69,81.89,65.87,158.34,0.0,226.95,282.58,0.0,101.14
754,21.655,80.0,129.12,0.0,23.475,21.575,21.42,72.67,81.92,57.15,77.75,0.0,271.78,357.18,0.0,95.95
755,21.765,80.0,105.0,15.19,23.145,21.174999999999997,21.965,71.8,82.32,53.8,9.19,0.0,302.48,27.76,0.0,244.33
756,22.14,80.0,280.5,77.44,22.854999999999997,20.979999999999997,23.21,59.23,79.94,45.39,0.0,0.0,330.47,0.0,0.0,275.9
757,22.674999999999997,80.0,294.0,102.38,22.35,20.17,22.895,55.68,85.64,44.9,0.0,0.0,245.42,0.0,0.0,341.97
758,23.115,80.0,247.81,176.56,22.24,19.814999999999998,24.325,62.98,85.32,35.79,0.0,0.0,274.35,0.0,0.0,181.42
759,23.36,70.0,162.25,289.56,21.674999999999997,19.41,23.689999999999998,80.32,87.37,38.97,0.0,0.0,181.63,0.0,0.0,122.27
760,23.415,73.38,77.0,353.75,21.49,19.685,23.924999999999997,82.96,81.46,37.74,0.0,0.0,88.13,0.0,0.0,63.8
761,23.225,70.88,9.31,28.12,21.104999999999997,19.395,23.04,83.16,86.61,43.82,0.0,0.0,6.8,0.0,0.0,4.34
762,22.865,59.12,0.0,0.0,20.81,19.465,22.799999999999997,81.97,88.79,48.67,0.0,5.5,0.0,0.0,26.34,0.0
763,22.494999999999997,54.38,0.0,0.0,20.235,19.41,22.265,84.82,84.96,53.99,0.0,56.12,0.0,0.0,181.47,0.0
764,22.145,64.0,0.0,0.0,19.869999999999997,20.509999999999998,20.875,84.66,70.47,66.35,0.0,154.4,0.0,0.0,169.25,0.0
765,21.795,78.75,0.0,0.0,19.549999999999997,20.884999999999998,21.125,85.68,64.69,60.5,0.0,231.35,0.0,0.0,103.1,0.0
766,21.415,84.0,0.0,0.0,19.58,21.5,19.365,82.73,56.52,75.56,0.0,274.95,0.0,0.0,97.07,0.0
767,21.045,84.0,0.0,0.0,19.375,22.119999999999997,19.795,86.86,52.65,66.94,0.0,309.55,0.0,0.0,250.04,0.0
768,20.665,84.0,0.0,0.0,19.384999999999998,23.055,18.16,89.84,46.45,82.58,5.44,323.46,0.0,26.05,270.05,0.0
769,20.295,84.0,0.0,0.0,19.509999999999998,23.17,18.61,83.79,43.26,76.66,56.93,255.93,0.0,184.11,356.61,0.0
770,19.915,84.0,0.0,0.0,20.38,23.99,17.924999999999997,71.86,37.71,81.62,151.58,262.27,0.0,166.16,173.43,0.0
771,19.67,84.0,0.0,0.0,20.95,23.655,16.54,64.09,39.17,95.9,233.55,180.69,0.0,104.08,121.63,0.0
772,19.49,84.0,0.0,0.0,21.54,23.61,16.285,56.2,39.62,92.35,276.54,84.47,0.0,97.63,61.15,0.0
773,19.355,87.12,0.0,0.0,22.2,22.909999999999997,16.255,52.07,44.66,84.44,313.09,6.68,0.0,252.9,4.27,0.0
774,19.314999999999998,90.88,5.38,25.75,22.975,22.5,15.93,46.97,50.96,86.34,319.95,0.0,4.66,267.12,0.0,34.37
775,19.595,82.62,57.75,186.75,23.305,21.939999999999998,16.2,42.44,56.75,85.05,261.19,0.0,43.15,363.93,0.0,286.0
776,20.265,73.25,148.75,163.06,23.82,20.96,17.099999999999998,38.66,65.55,75.92,256.23,0.0,86.15,169.43,0.0,458.09
777,21.005,63.5,235.75,105.06,23.634999999999998,20.784999999999997,18.36,39.28,63.75,63.07,180.22,0.0,119.98,121.32,0.0,601.54
778,21.575,55.88,278.12,98.19,23.45,19.64,19.335,40.56,72.84,53.05,82.64,0.0,141.28,59.83,0.0,662.73
779,22.265,51.5,316.62,255.75,22.845,19.549999999999997,20.744999999999997,45.08,69.47,43.59,6.62,0.0,149.09,4.23,0.0,773.81
780,22.909999999999997,47.5,316.44,264.19,22.35,18.474999999999998,21.6,52.11,79.16,39.12,0.0,0.0,149.56,0.0,0.0,796.84
781,23.424999999999997,41.62,266.44,371.25,21.78,18.39,22.375,58.12,79.21,33.91,0.0,0.0,136.68,0.0,0.0,831.34
782,23.674999999999997,39.62,250.19,165.44,21.005,17.75,22.32,65.15,83.75,32.95,0.0,0.0,121.57,0.0,0.0,709.85
783,23.619999999999997,39.38,179.75,121.0,20.615,16.875,22.534999999999997,65.38,91.76,31.41,0.0,0.0,99.32,0.0,0.0,632.87
784,23.314999999999998,41.5,80.81,58.5,19.775,16.595,21.43,71.48,88.61,37.79,0.0,0.0,50.46,0.0,0.0,384.19
785,22.79,45.5,6.56,4.19,19.424999999999997,16.455,21.564999999999998,70.74,82.16,36.34,0.0,0.0,6.95,0.0,0.0,32.67
786,22.22,53.25,0.0,0.0,18.634999999999998,16.244999999999997,20.275,77.46,82.8,43.39,0.0,4.89,0.0,0.0,36.06,0.0
787,21.64,59.5,0.0,0.0,18.285,16.544999999999998,20.04,80.48,81.28,43.29,0.0,45.48,0.0,0.0,301.44,0.0
788,21.04,64.75,0.0,0.0,17.665,17.375,19.294999999999998,84.81,73.15,46.68,0.0,89.82,0.0,0.0,477.64,0.0
789,20.47,67.0,0.0,0.0,17.04,18.494999999999997,18.755,89.69,61.91,50.02,0.0,122.37,0.0,0.0,613.49,0.0
790,19.89,70.12,0.0,0.0,16.75,19.49,17.759999999999998,86.75,51.9,56.71,0.0,144.64,0.0,0.0,678.49,0.0
791,19.32,72.0,0.0,0.0,16.555,20.674999999999997,16.72,81.02,44.05,62.28,0.0,147.61,0.0,0.0,766.1,0.0
792,18.77,75.75,0.0,0.0,16.4,21.479999999999997,16.205,81.02,39.81,64.17,5.01,147.09,0.0,36.91,783.67,0.0
793,18.189999999999998,81.75,0.0,0.0,16.715,22.125,15.509999999999998,79.39,35.2,67.75,46.65,132.15,0.0,309.16,803.79,0.0
794,17.59,85.88,0.0,0.0,17.509999999999998,22.235,15.099999999999998,71.76,33.35,71.32,91.66,120.16,0.0,487.41,701.62,0.0
795,17.18,87.62,0.0,0.0,18.564999999999998,22.305,14.405,61.33,32.51,79.73,123.56,96.25,0.0,619.46,613.34,0.0
796,16.88,84.88,0.0,0.0,19.57,21.555,13.985,51.33,37.15,82.32,146.32,51.38,0.0,686.37,391.25,0.0
797,16.64,79.88,0.0,0.0,20.64,21.255,14.084999999999999,44.27,38.11,76.44,146.86,6.66,0.0,762.24,31.33,0.0
798,16.535,79.25,5.12,37.75,21.42,20.27,13.774999999999999,40.15,43.45,79.44,145.86,0.0,5.78,777.08,0.0,7.4
799,16.86,77.5,47.81,316.88,22.0,19.82,14.18,35.85,44.77,75.8,129.88,0.0,62.46,790.02,0.0,72.84
800,17.63,70.38,93.5,497.19,22.195,19.134999999999998,14.879999999999999,33.55,47.78,72.18,119.46,0.0,152.3,697.5,0.0,140.37
801,18.619999999999997,60.75,124.75,625.44,22.189999999999998,18.549999999999997,15.959999999999999,33.07,51.57,66.02,94.72,0.0,202.49,603.57,0.0,121.33
802,19.64,50.75,148.0,694.25,21.615,17.75,15.274999999999999,36.82,56.79,69.78,51.85,0.0,138.22,394.78,0.0,23.41
803,20.61,44.5,146.12,758.38,21.1,16.935,16.655,38.99,60.45,55.69,6.52,0.0,322.76,30.67,0.0,157.83
804,21.369999999999997,40.5,144.62,770.5,20.265,16.395,16.685,43.47,62.53,58.57,0.0,0.0,295.15,0.0,0.0,332.23
805,21.895,36.5,127.62,776.25,19.705,15.759999999999998,16.71,45.51,65.5,61.39,0.0,0.0,258.24,0.0,0.0,104.91
806,22.159999999999997,33.75,118.75,693.38,19.06,15.249999999999998,17.65,48.33,69.85,52.82,0.0,0.0,252.11,0.0,0.0,261.43
807,22.09,33.62,93.19,593.81,18.45,14.7,17.424999999999997,52.34,76.62,52.35,0.0,0.0,133.21,0.0,0.0,585.17
808,21.67,36.5,52.31,398.31,17.744999999999997,14.33,17.605,56.84,78.66,51.53,0.0,0.0,69.0,0.0,0.0,429.22
809,20.965,39.88,6.38,30.0,17.044999999999998,14.245,17.099999999999998,59.54,74.78,57.57,0.0,0.0,8.42,0.0,0.0,31.74
810,20.259999999999998,43.5,0.0,0.0,16.49,14.04,16.955,61.7,76.66,61.99,0.0,6.01,0.0,0.0,7.7,0.0
811,19.61,46.25,0.0,0.0,15.884999999999998,14.334999999999999,15.64,64.37,74.15,75.33,0.0,63.95,0.0,0.0,74.57,0.0
812,18.99,48.88,0.0,0.0,15.325,14.969999999999999,15.445,69.11,71.28,77.09,0.0,154.31,0.0,0.0,142.21,0.0
813,18.36,53.12,0.0,0.0,14.849999999999998,15.82,15.645,75.06,67.38,77.48,0.0,198.62,0.0,0.0,119.01,0.0
814,17.74,56.88,0.0,0.0,14.499999999999998,15.575,14.865,76.83,67.02,88.69,0.0,144.74,0.0,0.0,24.52,0.0
815,17.14,58.62,0.0,0.0,14.32,16.365,15.214999999999998,73.95,58.22,84.83,0.0,310.35,0.0,0.0,151.76,0.0
816,16.57,60.88,0.0,0.0,14.17,16.71,15.049999999999999,75.27,58.34,85.82,6.13,296.3,0.0,7.85,333.52,0.0
817,15.989999999999998,63.25,0.0,0.0,14.415,16.9,14.924999999999999,73.33,59.82,85.77,64.7,265.59,0.0,75.44,107.89,0.0
818,15.39,68.38,0.0,0.0,15.015,17.419999999999998,15.395,70.83,54.66,81.26,155.31,244.4,0.0,143.14,253.43,0.0
819,14.974999999999998,73.5,0.0,0.0,15.75,17.369999999999997,14.874999999999998,68.07,52.73,89.19,196.68,132.26,0.0,117.85,580.99,0.0
820,14.645,75.0,0.0,0.0,15.724999999999998,17.415,15.045,65.63,53.02,89.4,147.99,67.22,0.0,25.07,418.14,0.0
821,14.39,73.12,0.0,0.0,16.22,16.974999999999998,14.754999999999999,59.48,58.66,98.75,304.14,8.27,0.0,148.72,31.18,0.0
822,14.284999999999998,73.88,6.25,8.0,16.724999999999998,16.724999999999998,15.145,58.23,64.19,96.59,296.87,0.0,5.01,334.17,0.0,48.0
823,14.485,72.5,65.44,76.31,16.994999999999997,15.959999999999999,16.049999999999997,59.03,72.16,86.95,269.26,0.0,47.29,109.39,0.0,431.38
824,15.055,70.38,156.31,144.06,17.31,15.719999999999999,16.119999999999997,55.58,74.29,90.94,240.54,0.0,70.28,249.44,0.0,594.46
825,15.69,68.75,194.75,116.69,17.345,15.68,18.16,52.93,77.12,64.05,131.79,0.0,90.12,578.9,0.0,835.24
826,15.855,64.25,151.25,25.62,17.32,15.174999999999999,19.14,53.76,85.1,53.19,66.33,0.0,101.67,412.6,0.0,852.58
827,16.095,60.75,297.94,145.69,16.91,15.209999999999999,20.32,59.2,84.85,46.7,8.19,0.0,131.86,30.9,0.0,828.08
828,16.735,58.12,297.44,334.81,16.61,15.07,21.21,65.28,85.6,43.16,0.0,0.0,147.96,0.0,0.0,790.84
829,17.075,58.25,272.94,110.88,16.119999999999997,14.98,21.99,70.58,85.08,39.19,0.0,0.0,143.11,0.0,0.0,784.24
830,17.21,56.5,236.69,245.44,15.86,15.18,21.645,72.9,83.88,41.21,0.0,0.0,104.3,0.0,0.0,693.5
831,17.325,53.12,131.31,576.81,15.695,14.92,21.295,76.93,88.6,42.61,0.0,0.0,76.62,0.0,0.0,576.56
832,17.24,54.5,65.44,407.06,15.329999999999998,15.004999999999999,21.82,83.3,89.95,38.7,0.0,0.0,54.97,0.0,0.0,412.14
833,16.855,59.75,8.12,30.62,15.209999999999999,14.865,20.22,84.87,97.25,47.15,0.0,0.0,5.64,0.0,0.0,27.39
834,16.509999999999998,66.38,0.0,0.0,15.075,15.049999999999999,20.189999999999998,85.49,97.92,50.49,0.0,4.95,0.0,0.0,47.38,0.0
835,16.259999999999998,69.0,0.0,0.0,15.009999999999998,15.715,19.095,84.73,91.6,59.88,0.0,45.2,0.0,0.0,412.38,0.0
836,15.974999999999998,71.5,0.0,0.0,15.075,16.275,19.115,85.19,89.03,58.83,0.0,71.89,0.0,0.0,608.07,0.0
837,15.709999999999999,76.75,0.0,0.0,14.945,17.924999999999997,18.375,88.3,66.34,64.71,0.0,87.31,0.0,0.0,809.18,0.0
838,15.459999999999999,81.5,0.0,0.0,14.985,19.064999999999998,18.305,90.22,53.79,63.69,0.0,100.59,0.0,0.0,843.48,0.0
839,15.209999999999999,84.88,0.0,0.0,14.92,20.235,17.935,96.5,47.29,69.52,0.0,130.27,0.0,0.0,818.13,0.0
